airbnb_listing_id,occ,adr,rev,n,number_of_reviews,star_rating,number_of_bedrooms,number_of_guests,listing_type,is_professional,picture_count,cleaning_fee,min_nights,suburb,latitude,longitude,rb
41493620,0.10975729049462005,776.5106851698371,9610.030847671302,105,7.0,5.0,2.0,4.0,apartamento,False,24.0,300.0,0.0,Meia Praia,-27.13692,-48.59443,3-10
41532894,0.7560595763635635,786.0425677901698,63412.37107360711,105,119.0,4.820000171661377,3.0,10.0,apartamento,False,35.0,300.0,0.0,Meia Praia,-27.12496,-48.60491,30+
41533462,0.5093112774466906,597.4249196839882,33084.683218070764,105,82.0,4.789999961853027,3.0,10.0,apartamento,False,20.0,300.0,0.0,Meia Praia,-27.13227,-48.59856,30+
41590719,0.7560595763635635,433.72348912086244,34989.752416072246,105,58.0,4.929999828338623,2.0,6.0,apartamento,False,22.0,250.0,0.0,Meia Praia,-27.14307,-48.59441,30+
41634696,0.27084345029900236,504.0296182752219,15158.913794454018,105,22.0,4.590000152587891,3.0,8.0,casa,False,9.0,0.0,0.0,Sertaozinho,-27.0827,-48.60887,11-30
41664387,0.8688620253188847,202.87436869992158,18663.690412557447,105,142.0,4.989999771118164,1.0,2.0,outros,False,10.0,0.0,0.0,Meia Praia,-27.12346,-48.60769,30+
41676390,0.21444150349795338,625.6088369389253,14976.658595900777,105,20.0,4.949999809265137,2.0,6.0,apartamento,False,45.0,250.0,0.0,Meia Praia,-27.14099,-48.5961,11-30
41682475,0.9053292329579051,512.745227354526,49033.26868617747,105,7.0,5.0,3.0,8.0,apartamento,False,16.0,200.0,0.0,Meia Praia,-27.1251296997,-48.6068916321,3-10
41686810,0.769997956094438,110.76843095446857,9091.82084488227,105,24.0,4.710000038146973,2.0,2.0,outros,False,32.0,100.0,0.0,Meia Praia,-27.1271,-48.60526,11-30
41702158,0.9345506670946035,1456.3102712086654,143490.84489451547,105,59.0,4.949999809265137,4.0,12.0,apartamento,False,22.0,400.0,0.0,Meia Praia,-27.11758,-48.60828,30+
41761142,0.9332952443589684,389.8913116284245,38367.613384475444,105,60.0,4.769999980926514,2.0,6.0,apartamento,False,20.0,170.0,0.0,Meia Praia,-27.13614,-48.59508,30+
41762297,0.27779401397989384,1708.4216841269795,52665.95576579372,105,1.0,5.0,6.0,16.0,casa,False,37.0,600.0,0.0,Sertaozinho,-27.08394,-48.60881,1-2
41769298,0.6720096971976678,1091.1205282962935,78717.42977589706,105,35.0,4.889999866485596,3.0,10.0,apartamento,False,28.0,250.0,0.0,Meia Praia,-27.1307,-48.59803,30+
41786765,0.9860372087002044,319.74951820029503,33133.4364070606,105,32.0,4.840000152587891,3.0,8.0,apartamento,False,1.0,500.0,0.0,Meia Praia,-27.12047,-48.60686,30+
41883230,0.8332480592604603,533.8558305481745,47211.95715167133,105,5.0,5.0,3.0,7.0,apartamento,False,1.0,300.0,0.0,Meia Praia,-27.12806,-48.60174,3-10
41888100,0.46515472383395995,545.0237555113315,27667.760875269858,105,126.0,4.869999885559082,2.0,6.0,apartamento,False,39.0,250.0,0.0,Meia Praia,-27.12243,-48.60522,30+
42003334,0.7648315909623111,662.2834329989929,54014.79234735745,105,30.0,4.929999828338623,3.0,8.0,apartamento,False,42.0,300.0,0.0,Meia Praia,-27.131999969482425,-48.59999847412109,11-30
42013117,0.9609308124217402,514.8996501434001,52078.40491083971,105,20.0,5.0,2.0,6.0,apartamento,False,1.0,350.0,0.0,Meia Praia,-27.12721,-48.60374,11-30
42138941,0.5380538674978392,1188.7538723850596,69383.93458168353,105,19.0,4.949999809265137,2.0,4.0,apartamento,False,18.0,150.0,0.0,Meia Praia,-27.12781,-48.60133,11-30
42180312,0.6978092625952179,209.53282319048893,15666.905780512894,105,61.0,5.0,1.0,4.0,casa,False,22.0,100.0,0.0,Jardim Praiamar,-27.13455,-48.61453,30+
42270655,0.5389613431065213,537.7940266957916,31440.02825815737,105,41.0,5.0,3.0,8.0,casa,False,25.0,150.0,0.0,Ilhota,-27.05835,-48.59616,30+
42335961,0.5749340067128801,607.7820031654074,37794.22917822461,105,17.0,4.940000057220459,3.0,8.0,apartamento,False,27.0,250.0,0.0,Meia Praia,-27.13217,-48.59864,11-30
42362925,0.6839898811871494,1091.7338202653636,80094.53180294325,105,175.0,4.940000057220459,4.0,8.0,apartamento,False,112.0,495.0,0.0,Meia Praia,-27.1343002319336,-48.601539611816406,30+
42515348,0.9477988921871324,932.850712987722,93138.79154084079,105,28.0,5.0,4.0,12.0,apartamento,False,33.0,250.0,0.0,Meia Praia,-27.12973,-48.60286,11-30
42588365,0.9280844170716495,506.7279686140003,49603.12260731418,105,130.0,4.920000076293945,3.0,6.0,apartamento,False,91.0,250.0,0.0,Meia Praia,-27.12993,-48.60141,30+
42625075,0.8360327917197049,1157.096018050084,102651.37317023976,105,31.0,4.769999980926514,3.0,8.0,apartamento,False,29.0,200.0,0.0,Meia Praia,-27.12701,-48.60411,30+
42704327,0.567094918822028,1206.418720215468,74042.90530443567,105,9.0,5.0,3.0,8.0,apartamento,False,18.0,300.0,0.0,Centro,-27.10189,-48.61433,3-10
42709234,0.5171534320220074,661.3181117207918,37162.96362510173,105,12.0,4.920000076293945,3.0,8.0,apartamento,False,20.0,300.0,0.0,Centro,-27.09704,-48.61589,11-30
42735835,0.9904286898014161,278.1715411940937,28945.513617549313,105,87.0,4.849999904632568,2.0,5.0,apartamento,False,40.0,250.0,0.0,Meia Praia,-27.12217,-48.60558,30+
42788291,0.7743681268615978,606.5737190987808,50054.52353596019,105,43.0,4.880000114440918,3.0,7.0,apartamento,False,17.0,200.0,0.0,Meia Praia,-27.12104,-48.60725,30+
42841323,0.9788181757579518,559.1869567545243,57546.22091025986,105,36.0,5.0,1.0,4.0,apartamento,False,31.0,300.0,0.0,Centro,-27.09874,-48.61364,30+
43300431,0.21136269698218563,2335.632237104985,55126.83897419531,105,13.0,4.690000057220459,4.0,10.0,apartamento,False,24.0,250.0,0.0,Meia Praia,-27.14314,-48.58792,11-30
43379132,0.9788181757579518,474.0286660918103,48782.536872887125,105,48.0,4.980000019073486,2.0,5.0,apartamento,False,18.0,250.0,0.0,Meia Praia,-27.1257,-48.60331,30+
43499385,0.6262024196781109,637.7297466228509,43020.68694554214,105,67.0,4.96999979019165,2.0,5.0,apartamento,False,32.0,200.0,0.0,Ilhota,-27.061279296875,-48.59869003295898,30+
43712530,0.9716256811809705,626.6495923375074,64043.64217892585,105,15.0,5.0,3.0,7.0,apartamento,False,42.0,400.0,0.0,Meia Praia,-27.14229,-48.58914,11-30
43754654,0.3590708071855582,916.1976461598892,36236.7421177588,105,12.0,5.0,3.0,8.0,apartamento,False,28.0,390.0,0.0,Centro,-27.09491,-48.61382,11-30
44075219,0.9913788646324903,1979.0240825029439,206115.47896850223,105,17.0,4.880000114440918,3.0,8.0,apartamento,,16.0,0.0,0.0,Centro,-27.10524,-48.61392,11-30
44153810,0.8738743464297509,222.9803055030387,20624.869080488726,105,35.0,4.909999847412109,2.0,4.0,apartamento,False,58.0,200.0,0.0,Alto Sao Bento,-27.08712,-48.61605,30+
44192417,0.9092281561360545,345.5918531440032,33182.52888679973,105,6.0,5.0,2.0,7.0,apartamento,False,14.0,250.0,0.0,Meia Praia,-27.13159,-48.60156,3-10
44369632,0.9968290406981279,636.8899434484711,66674.39064777803,105,44.0,4.889999866485596,3.0,8.0,apartamento,False,24.0,190.0,0.0,Meia Praia,-27.12988,-48.59979,30+
44425260,0.674197171213507,533.8623495219708,38633.86222059199,105,6.0,5.0,2.0,8.0,apartamento,False,11.0,350.0,0.0,Meia Praia,-27.13103,-48.60139,3-10
44890294,0.9940613678997211,525.0576066275036,54823.67753161942,105,80.0,4.949999809265137,3.0,7.0,apartamento,,24.0,0.0,0.0,Meia Praia,-27.1294174194336,-48.59959411621094,30+
44895797,0.994522819030821,629.5500068109777,65762.8532965004,105,65.0,4.880000114440918,3.0,7.0,apartamento,False,18.0,179.0,0.0,Meia Praia,-27.12884,-48.60094,30+
45002455,0.9760459657179731,404.0965578165819,41475.15876673106,105,52.0,4.650000095367432,2.0,5.0,apartamento,False,32.0,300.0,0.0,Meia Praia,-27.134,-48.5981,30+
45184991,0.6597223834025332,649.1424862067923,46017.495115143094,105,123.0,4.809999942779541,2.0,5.0,apartamento,True,33.0,200.0,0.0,Meia Praia,-27.12501,-48.60569,30+
45350304,0.46781673505470217,706.4063299125036,36057.34681347851,105,13.0,5.0,3.0,8.0,apartamento,False,23.0,500.0,0.0,Meia Praia,-27.1322,-48.60087,11-30
45382246,0.9127206028057234,592.0784206564597,57054.80964434105,105,32.0,4.630000114440918,5.0,12.0,apartamento,False,30.0,250.0,0.0,Centro,-27.10677,-48.61386,30+
45480718,0.9930434785544563,342.06397973711347,35682.13865916864,105,34.0,4.760000228881836,3.0,8.0,apartamento,False,20.0,250.0,0.0,Meia Praia,-27.1280923167239,-48.6044189786553,30+
45512442,0.6824875065487926,608.5130315291198,44550.16244552742,105,20.0,4.800000190734863,4.0,8.0,apartamento,False,24.0,250.0,0.0,Centro,-27.1059183919171,-48.6123293465051,11-30
45513430,0.2682656586293075,810.9651917065112,24163.822344120537,105,14.0,4.860000133514404,3.0,8.0,apartamento,False,36.0,250.0,0.0,Meia Praia,-27.12275,-48.60783,11-30
45531969,0.9461658378471567,757.3969807329413,75498.43572740859,105,31.0,5.0,3.0,8.0,apartamento,False,40.0,300.0,0.0,Meia Praia,-27.13751983642578,-48.59339904785156,30+
45621607,0.6955236044456868,363.03781827635817,27060.201340182903,105,9.0,5.0,2.0,4.0,apartamento,False,7.0,180.0,0.0,Meia Praia,-27.14178,-48.59554,3-10
45687710,0.44650126234312965,414.5268456022477,20231.382625144914,105,11.0,4.909999847412109,2.0,6.0,apartamento,False,12.0,130.0,0.0,Meia Praia,-27.14386940002441,-48.58829116821289,11-30
45711835,0.9942227562232657,823.6540520308714,86014.61150948267,105,17.0,4.940000057220459,4.0,10.0,apartamento,False,33.0,280.0,0.0,Meia Praia,-27.12329,-48.60572,11-30
45726200,0.9104044711769275,1492.2001927112567,143450.33758879994,105,15.0,5.0,3.0,11.0,apartamento,True,32.0,350.0,0.0,Meia Praia,-27.1367797852,-48.5921707153,11-30
45768161,0.5261365797751546,689.2062534114305,39373.97902067394,105,22.0,4.820000171661377,3.0,6.0,apartamento,False,9.0,300.0,0.0,Meia Praia,-27.13302,-48.59938,11-30
45780750,0.9870211693572291,1017.6069144578589,105546.38122653696,105,26.0,4.960000038146973,3.0,6.0,apartamento,,56.0,0.0,0.0,Meia Praia,-27.12946,-48.60173,11-30
45803876,0.7813712499336893,550.0344697351989,45776.983897552316,105,40.0,5.0,3.0,7.0,apartamento,False,35.0,260.0,0.0,Meia Praia,-27.12397,-48.60881,30+
45822839,0.7120132721769489,485.16979333306074,36976.50629739807,105,8.0,5.0,2.0,5.0,apartamento,False,8.0,150.0,0.0,Meia Praia,-27.14504,-48.5876,3-10
45889892,0.8389261823360561,694.3545636917672,61800.558621607845,105,58.0,4.980000019073486,2.0,6.0,apartamento,False,12.0,250.0,0.0,Meia Praia,-27.13125,-48.59979,30+
45911573,0.9562993731459645,872.8473318771239,87882.32445939937,105,11.0,4.820000171661377,3.0,8.0,apartamento,False,33.0,350.0,0.0,Meia Praia,-27.12817,-48.60404,11-30
45911990,0.9774494627096626,692.0892576843416,71129.72497905807,105,38.0,4.949999809265137,3.0,6.0,apartamento,False,8.0,200.0,0.0,Morretes,-27.11645,-48.60857,30+
45923984,0.9668800253393732,404.835886562065,41184.39018440502,105,35.0,4.940000057220459,3.0,8.0,apartamento,False,60.0,150.0,0.0,Canto da Praia,-27.08799934387207,-48.604000091552734,30+
45973790,0.09062234117807409,659.0798039654902,6746.9476364932325,105,12.0,4.829999923706055,2.0,4.0,apartamento,False,27.0,380.0,0.0,Meia Praia,-27.14006,-48.5906,11-30
46011731,0.9717116621258653,578.6067950833178,59138.57974322785,105,19.0,4.889999866485596,3.0,8.0,apartamento,False,17.0,180.0,0.0,Meia Praia,-27.12366,-48.60651,11-30
46036384,0.8765249214734698,379.30563533817065,35184.662044856246,105,51.0,4.920000076293945,2.0,6.0,apartamento,False,13.0,150.0,0.0,Morretes,-27.11811,-48.60932,30+
46048925,0.3786467749801882,1001.1090157172388,41680.793223559886,105,11.0,5.0,3.0,8.0,apartamento,False,27.0,300.0,0.0,Meia Praia,-27.13571,-48.59369,11-30
46048941,0.9323474780859448,413.8879499404642,40690.12327548735,105,58.0,4.909999847412109,2.0,6.0,apartamento,False,19.0,250.0,0.0,Meia Praia,-27.13308,-48.60092,30+
46072703,0.9253598856249613,770.7800946932035,75242.55533461357,105,14.0,5.0,3.0,8.0,apartamento,False,41.0,300.0,0.0,Meia Praia,-27.131759643554688,-48.600318908691406,11-30
46088002,0.8141732046155117,660.8411606660045,57178.20735374812,105,103.0,4.829999923706055,2.0,5.0,apartamento,True,44.0,200.0,0.0,Meia Praia,-27.1375,-48.59726,30+
46116173,0.9668800253393732,400.31009038191723,40723.97607101905,105,39.0,4.949999809265137,2.0,6.0,apartamento,False,34.0,180.0,0.0,Meia Praia,-27.14269,-48.58676,30+
46220279,0.5826529146296933,707.4440371228682,44555.068585889174,105,24.0,4.880000114440918,3.0,8.0,apartamento,False,26.0,350.0,0.0,Meia Praia,-27.12299919128418,-48.60599899291992,11-30
46222390,0.5569878542192948,517.1828088054559,31201.06673913463,105,6.0,4.829999923706055,2.0,6.0,apartamento,False,29.0,250.0,0.0,Meia Praia,-27.1259994506836,-48.604000091552734,3-10
46298558,0.8984239604837165,643.9686660650073,61139.7123155427,105,6.0,5.0,2.0,4.0,apartamento,False,33.0,220.0,0.0,Meia Praia,-27.139169693,-48.5935783386,3-10
46327705,0.9071194269598304,1027.3109126683714,98423.47773179384,105,6.0,5.0,3.0,7.0,apartamento,False,23.0,400.0,0.0,Meia Praia,-27.13223,-48.5969,3-10
46372862,0.45363490372834875,418.9543532127382,20761.511261334028,105,10.0,4.900000095367432,2.0,8.0,apartamento,False,21.0,250.0,0.0,Meia Praia,-27.14168,-48.58968,3-10
46451253,0.6955236044456868,595.1560548883257,44361.887008276564,105,10.0,5.0,3.0,7.0,apartamento,False,48.0,250.0,0.0,Meia Praia,-27.1323299407959,-48.597599029541016,3-10
46530405,0.4173177775415248,1076.9919861237697,49251.88246701551,105,41.0,4.849999904632568,3.0,8.0,apartamento,False,33.0,520.0,0.0,Morretes,-27.11400032043457,-48.61000061035156,30+
46550767,0.8651038936651488,786.5608836397934,72065.63972978976,105,42.0,4.809999942779541,3.0,8.0,apartamento,False,41.0,200.0,0.0,Meia Praia,-27.1326198578,-48.5984306335,30+
46598066,0.46423027308971876,1090.8458438543987,55270.31697825824,105,18.0,5.0,2.0,6.0,apartamento,False,129.0,250.0,0.0,Centro,-27.09461,-48.61287,11-30
46604700,0.30164818515945996,370.16963171211404,12363.819644915093,105,33.0,5.0,1.0,4.0,apartamento,False,13.0,100.0,0.0,Ilhota,-27.06739,-48.59626,30+
46678933,0.26572558644196315,783.4593149404926,23128.70821599398,105,8.0,5.0,3.0,7.0,apartamento,False,18.0,250.0,0.0,Meia Praia,-27.12766,-48.6052,3-10
46690986,0.17209674968508842,1256.344740955069,24234.730813937305,105,9.0,5.0,3.0,8.0,apartamento,False,45.0,250.0,0.0,Meia Praia,-27.13369,-48.60201,3-10
46704215,0.9879462253822223,547.47960388662,56834.655309167865,105,61.0,4.840000152587891,2.0,4.0,apartamento,False,13.0,100.0,0.0,Meia Praia,-27.13025283813477,-48.60078048706055,30+
46710652,0.717299955713801,616.5471153371412,47319.97032450199,105,16.0,4.940000057220459,3.0,9.0,apartamento,False,23.0,250.0,0.0,Meia Praia,-27.12696,-48.60653,11-30
46724379,0.2613073736413857,421.84914827716733,12251.525005769781,105,55.0,4.909999847412109,2.0,7.0,apartamento,False,28.0,199.0,0.0,Meia Praia,-27.13789,-48.59593,30+
46755580,0.781727849686484,306.7340788645038,25539.163093867308,105,11.0,4.909999847412109,1.0,2.0,casa,False,11.0,150.0,0.0,Casa Branca,-27.0897,-48.61935,11-30
46769078,0.2709291170649308,872.225033392394,26240.64104879617,105,13.0,4.920000076293945,3.0,8.0,apartamento,False,19.0,300.0,0.0,Meia Praia,-27.1331,-48.59806,11-30
46866680,0.7891659313137892,537.9963677256343,45197.26135908165,105,9.0,5.0,3.0,6.0,apartamento,False,8.0,300.0,0.0,Meia Praia,-27.1283,-48.60554,3-10
46878566,0.5261365797751546,525.5747458876976,30025.799847211652,105,20.0,4.800000190734863,3.0,6.0,apartamento,False,34.0,250.0,0.0,Centro,-27.09488,-48.61336,11-30
46896012,0.8526134524157779,667.9732274891998,60367.04315172441,105,14.0,4.929999828338623,3.0,8.0,apartamento,True,17.0,350.0,0.0,Meia Praia,-27.13048,-48.60246,11-30
46936020,0.8238644495519035,406.316250091305,35550.833771802994,105,68.0,4.989999771118164,2.0,6.0,apartamento,False,21.0,200.0,0.0,Morretes,-27.11841,-48.60977,30+
46990438,0.7560595763635635,532.8746348898727,42988.5676272558,105,17.0,5.0,2.0,6.0,apartamento,False,13.0,300.0,0.0,Centro,-27.0944309235,-48.6145896912,11-30
47000276,0.9370074565489294,681.5795386822082,67322.32314706915,105,28.0,4.820000171661377,3.0,8.0,apartamento,False,4.0,390.0,0.0,Meia Praia,-27.13907,-48.59049,11-30
47006355,0.878690970448703,721.4853938136889,67081.3203681538,105,27.0,4.929999828338623,3.0,8.0,apartamento,False,27.0,150.0,0.0,Meia Praia,-27.13593,-48.59386,11-30
47052262,0.810804964525292,445.4849139972826,38394.2436345101,105,19.0,4.889999866485596,3.0,7.0,apartamento,False,9.0,610.0,0.0,Centro,-27.09841,-48.61409,11-30
47089646,0.8091537562298673,549.0248953259796,47226.845631549826,105,15.0,5.0,2.0,7.0,apartamento,False,9.0,350.0,0.0,Centro,-27.09778,-48.61428,11-30
47172145,0.7224844642335437,661.034145575698,51081.88275630119,105,5.0,5.0,3.0,9.0,apartamento,False,32.0,300.0,0.0,Centro,-27.0956,-48.61805,3-10
47213093,0.9692948084128133,304.1109669169055,31010.12021915547,105,14.0,4.929999828338623,2.0,4.0,apartamento,False,17.0,250.0,0.0,Meia Praia,-27.13907,-48.59275,11-30
47222306,0.8486760794818183,210.94997605192697,18981.235137032705,105,65.0,4.96999979019165,1.0,5.0,apartamento,False,32.0,75.0,0.0,Morretes,-27.12273,-48.61557,30+
47232230,0.9827122020863206,882.464160628412,91154.09418938604,105,20.0,4.949999809265137,3.0,6.0,apartamento,False,61.0,400.0,0.0,Meia Praia,-27.14165,-48.58762,11-30
47254288,0.7604888631415765,518.2458342180574,42040.18590536738,105,38.0,4.96999979019165,3.0,6.0,apartamento,False,11.0,249.0,0.0,Meia Praia,-27.13393,-48.59852,30+
47260862,0.9294162864128932,565.7601204757696,55456.47996904972,105,24.0,5.0,2.0,8.0,apartamento,False,24.0,250.0,0.0,Meia Praia,-27.14253,-48.59484,11-30
47269826,0.9889542406242837,622.4856015440292,64683.03982089739,105,28.0,5.0,3.0,7.0,apartamento,False,41.0,400.0,0.0,Meia Praia,-27.14242,-48.58943,11-30
47325492,0.37864677498018856,682.5674980500075,28418.43825266342,105,11.0,5.0,3.0,8.0,apartamento,False,26.0,150.0,0.0,Meia Praia,-27.12907,-48.6067,11-30
47326216,0.39808081944088275,1178.6411790169957,51502.349583531766,105,8.0,5.0,3.0,8.0,apartamento,False,29.0,280.0,0.0,Meia Praia,-27.12118,-48.60636,3-10
47402735,0.6741971712135071,491.80639836690693,35590.41136863447,105,6.0,5.0,2.0,6.0,apartamento,False,11.0,610.0,0.0,Centro,-27.09939,-48.61525,3-10
47421617,0.9248614228688592,423.403088011131,41311.11607634015,105,7.0,4.710000038146973,2.0,5.0,apartamento,False,13.0,260.0,0.0,Centro,-27.09758,-48.61531,3-10
47543180,0.9294174893506099,280.17972176874184,27463.58303087968,105,42.0,4.809999942779541,2.0,5.0,casa,False,18.0,150.0,0.0,Centro,-27.09516,-48.61596,30+
47558531,0.2517549737079306,783.6536974579637,21946.896778271916,105,68.0,4.929999828338623,3.0,9.0,apartamento,False,32.0,300.0,0.0,Meia Praia,-27.13306,-48.59563,30+
47783121,0.9037263835541288,485.52578630715357,46352.91495602176,105,9.0,4.889999866485596,2.0,6.0,apartamento,False,17.0,250.0,0.0,Centro,-27.09734,-48.61534,3-10
47802450,0.9591873409129883,244.50891431901584,24688.155506796717,105,54.0,4.980000019073486,2.0,5.0,casa,False,39.0,100.0,0.0,Ilhota,-27.05884,-48.60226,30+
47816646,0.4641194570594351,516.9470562379128,26186.35381050025,105,19.0,4.840000152587891,2.0,4.0,apartamento,False,29.0,250.0,0.0,Ilhota,-27.06568,-48.59673,11-30
47891397,0.4803233282480234,534.5091051427597,27983.060880882113,105,8.0,5.0,3.0,6.0,apartamento,False,1.0,250.0,0.0,Meia Praia,-27.13258,-48.60086,3-10
47909482,0.7560595763635635,930.20459375837,75042.3466754613,105,26.0,5.0,3.0,12.0,apartamento,False,43.0,350.0,0.0,Meia Praia,-27.13404,-48.59595,11-30
48080102,0.9450760299380659,491.0188814030516,48892.47535723343,105,17.0,4.940000057220459,3.0,8.0,apartamento,False,10.0,250.0,0.0,Meia Praia,-27.13524,-48.59563,11-30
48109229,0.6494324619196686,568.2882574787845,39688.15749387816,105,15.0,4.670000076293945,2.0,6.0,apartamento,False,20.0,180.0,0.0,Meia Praia,-27.13648,-48.59504,11-30
48158176,0.9533975140604287,436.49119381980313,43822.611184962174,105,33.0,4.909999847412109,2.0,6.0,apartamento,False,18.0,280.0,0.0,Meia Praia,-27.13105,-48.5996,30+
48243472,0.9002206338449097,1281.1313577503072,121862.26108958168,105,49.0,5.0,3.0,8.0,apartamento,False,64.0,550.0,0.0,Centro,-27.09499931335449,-48.61399841308594,30+
48254075,0.9801518817725436,456.1191253213566,46999.52027087387,105,33.0,4.849999904632568,2.0,5.0,apartamento,False,31.0,300.0,0.0,Meia Praia,-27.13701,-48.59592,30+
48526011,0.6094279348937509,547.8302928072147,36012.688711828734,105,17.0,4.880000114440918,3.0,10.0,casa,False,20.0,300.0,0.0,Morretes,-27.11858,-48.61127,11-30
48624860,0.9922233679562655,362.19359299542856,37752.651015613854,105,13.0,4.920000076293945,2.0,7.0,apartamento,False,20.0,200.0,0.0,Meia Praia,-27.14062,-48.59507,11-30
48699117,0.9104044711769275,498.25135321924614,47898.61653449583,105,24.0,4.920000076293945,2.0,6.0,apartamento,False,16.0,250.0,0.0,Meia Praia,-27.13706,-48.59403,11-30
48848529,0.3295729381379348,1088.5526926038067,39622.315758028635,105,61.0,4.840000152587891,3.0,12.0,apartamento,False,15.0,350.0,0.0,Meia Praia,-27.13125,-48.60243,30+
48941838,0.9135860056611935,459.3677170043403,44305.82688254308,105,25.0,4.480000019073486,2.0,6.0,apartamento,False,24.0,180.0,0.0,Centro,-27.09509,-48.6124,11-30
49050392,0.8720773068934266,781.5768850859286,72152.91988605763,105,44.0,4.949999809265137,3.0,8.0,apartamento,False,35.0,150.0,0.0,Meia Praia,-27.13206,-48.59931,30+
49123621,0.37864677498018817,765.0602835297334,31852.994010362305,105,16.0,4.940000057220459,3.0,6.0,apartamento,False,21.0,300.0,0.0,Meia Praia,-27.12809,-48.60407,11-30
49369605,0.9857024648430066,269.17467559394345,27883.823166177302,105,12.0,4.75,3.0,8.0,apartamento,False,39.0,220.0,0.0,Meia Praia,-27.14059,-48.59244,11-30
49824103,0.9280844170716495,503.27499565269125,49265.11434298246,105,43.0,4.929999828338623,3.0,8.0,apartamento,False,37.0,250.0,0.0,Meia Praia,-27.1299991607666,-48.60300064086914,30+
49968308,0.9814501230530818,746.6688503610047,77034.10257902107,105,26.0,5.0,3.0,6.0,apartamento,False,16.0,250.0,0.0,Meia Praia,-27.13561,-48.59567,11-30
50047341,0.9626588206700614,391.1579046737597,39629.6630695787,105,81.0,4.78000020980835,3.0,8.0,apartamento,False,26.0,200.0,0.0,Meia Praia,-27.13452339172364,-48.596866607666016,30+
50059423,0.9493478874839156,550.1806252118038,55016.17795852405,105,145.0,4.929999828338623,2.0,6.0,apartamento,False,19.0,80.0,0.0,Meia Praia,-27.130732,-48.598942,30+
50085393,0.9764615248754055,599.0138113596524,61505.41799728022,105,37.0,4.96999979019165,3.0,11.0,apartamento,False,16.0,250.0,0.0,Meia Praia,-27.12674,-48.60404,30+
50243281,0.9278596952073337,568.0752018594615,55595.67952713755,105,10.0,5.0,3.0,6.0,apartamento,False,35.0,350.0,0.0,Meia Praia,-27.12536,-48.60665,3-10
50535771,0.8735482489270449,561.8023947749494,51946.409120489494,105,14.0,4.570000171661377,3.0,6.0,apartamento,False,15.0,200.0,0.0,Centro,-27.1054,-48.61253,11-30
50561328,0.9954890330896523,684.0758999741906,71523.80031531485,105,32.0,4.78000020980835,3.0,7.0,apartamento,False,32.0,200.0,0.0,Meia Praia,-27.12856,-48.6008,30+
50958684,0.6898118293887525,1061.574437116254,78511.06232114909,105,42.0,4.980000019073486,3.0,8.0,apartamento,False,67.0,495.0,0.0,Meia Praia,-27.13458,-48.59693,30+
51301217,0.5820273474747147,512.4493570019715,32241.173457544646,105,29.0,4.789999961853027,3.0,8.0,apartamento,False,21.0,275.0,0.0,Meia Praia,-27.13153,-48.60304,11-30
51403736,0.761761148637414,177.18852764941423,14396.31637086673,105,26.0,5.0,1.0,2.0,outros,False,14.0,100.0,0.0,Meia Praia,-27.12699,-48.60573,11-30
51405106,0.6400379708275716,909.6788970277456,62655.795404684846,105,32.0,4.880000114440918,3.0,8.0,apartamento,False,57.0,280.0,0.0,Meia Praia,-27.141209,-48.592384,30+
51453135,0.6780563018779495,640.5266414463773,46604.763628816865,105,13.0,4.849999904632568,3.0,8.0,apartamento,False,23.0,300.0,0.0,Meia Praia,-27.12209,-48.60704,11-30
51507847,0.9806104394146455,500.1823782797079,51562.53930383995,105,5.0,5.0,3.0,6.0,apartamento,False,23.0,300.0,0.0,Meia Praia,-27.12661,-48.60526,3-10
51669111,0.18768550801244846,742.0117791221592,15586.60409919363,105,8.0,5.0,3.0,8.0,apartamento,False,57.0,300.0,0.0,Meia Praia,-27.13891,-48.59301,3-10
51683537,0.9635234652675951,494.40430714755223,50132.21268680091,105,22.0,5.0,2.0,5.0,apartamento,False,14.0,300.0,0.0,Meia Praia,-27.130836,-48.599079,11-30
51785337,0.8651038936651488,360.0318480576414,32986.54432611522,105,9.0,5.0,2.0,6.0,apartamento,False,17.0,200.0,0.0,Morretes,-27.11956,-48.61128,3-10
51825638,0.6400379708275716,706.6772312951906,48673.68492976059,105,8.0,5.0,3.0,6.0,apartamento,False,13.0,50.0,0.0,Meia Praia,-27.14132,-48.59172,3-10
51861410,0.9801208993983078,643.8422576776977,66340.95626825995,105,26.0,4.960000038146973,3.0,7.0,casa,False,27.0,350.0,0.0,Varzea,-27.09874,-48.62054,11-30
51866473,0.9253598856249613,547.2228126234937,53419.18277686572,105,30.0,4.96999979019165,3.0,8.0,apartamento,False,23.0,250.0,0.0,Meia Praia,-27.12732,-48.60225,11-30
51983017,0.9522649258597462,654.3329750070098,65620.02029665787,105,41.0,5.0,2.0,5.0,apartamento,False,14.0,275.0,0.0,Meia Praia,-27.134571,-48.59547,30+
51990592,0.6978092625952179,916.2950262127372,68511.9764256542,105,44.0,4.929999828338623,3.0,12.0,apartamento,True,24.0,250.0,0.0,Meia Praia,-27.123768,-48.605423,30+
52025452,0.8027557319456694,448.6879110667948,38307.5573924309,105,36.0,4.559999942779541,3.0,8.0,apartamento,False,48.0,200.0,0.0,Meia Praia,-27.13402,-48.59875,30+
52059007,0.13099973234319456,933.4874807433129,13760.761562993466,105,1.0,5.0,2.0,6.0,apartamento,False,44.0,50.0,0.0,Centro,-27.09535,-48.6131,1-2
