airbnb_listing_id,occ,rev_window,adr,nights,number_of_bedrooms,number_of_guests,listing_type,number_of_reviews,star_rating,is_professional,cleaning_fee,picture_count,min_nights,number_of_bathrooms,is_guest_favorite,can_instant_book,suburb,micro_zone,dist_beach_km,comp_300m,comp_1km,rev_annual_gross,occ_paid,bed_bucket
53581602,0.7120132721769489,42494.08368408183,557.566083530572,105,3,8,apartamento,6,5.0,False,250.0,28,0,2.0,True,False,Centro,Centro,0.2775798659489277,174,772,85087.34571119167,0.640811944959254,3
53605382,0.9092281561360545,73714.1985637585,767.7240806926106,105,4,7,apartamento,66,4.920000076293945,False,300.0,25,0,3.0,True,True,Centro,Centro,0.039334774534329,146,761,147600.44112605436,0.8183053405224491,4
53643568,0.9731343938631396,62261.398921158485,608.3235705944999,105,3,7,apartamento,19,5.0,True,199.0,52,0,2.0,True,False,Meia Praia,Meia Praia (inland),0.6177277594111503,255,1783,124668.11177414599,0.8758209544768256,3
53645678,0.8038991556593251,67597.6376100907,790.6921494671479,105,3,7,apartamento,13,5.0,False,300.0,20,0,2.0,True,False,Meia Praia,Meia Praia (inland),0.490717858780234,314,1917,135353.04357543334,0.7235092400933927,3
53669499,0.7422349574044765,53834.23086404443,679.0761716384571,105,3,6,apartamento,58,4.900000095367432,True,200.0,20,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.1647960763137764,361,1854,107794.10721452827,0.6680114616640289,3
53671997,0.9681546274726036,45069.4831630739,442.47773609053,105,2,6,apartamento,12,4.920000076293945,False,250.0,21,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.135288246645151,307,1742,90244.15547893607,0.8713391647253432,2
53717416,0.7374420048493437,55820.18699440758,708.4611211485912,105,3,6,apartamento,34,4.5,True,484.0,6,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.2375906816429286,456,1988,111770.65456374828,0.6636978043644094,3
53733977,0.9382095582343831,40283.31812440733,407.34189683230494,105,2,4,apartamento,39,4.949999809265137,False,220.0,19,0,2.0,True,True,Meia Praia,Meia Praia (inland),0.814519403312992,98,1687,80660.65481320943,0.8443886024109448,2
53738511,0.6595722005230809,33283.269848802265,469.6096641111975,105,2,5,apartamento,81,4.829999923706055,True,200.0,22,0,1.0,False,False,Meia Praia,Meia Praia (beach band),0.3329842267436226,315,1305,66644.22061852281,0.5936149804707728,2
53794321,0.7604888631415766,57581.35871582207,709.8279572374703,105,2,5,apartamento,17,4.880000114440918,False,250.0,27,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.1812552384089552,163,650,115297.10846332734,0.684439976827419,2
53796581,0.7209132956173171,87505.36419439096,1134.7177262914647,105,4,12,apartamento,6,5.0,False,400.0,29,0,4.0,False,False,Morretes,Morretes,0.1745924505913294,175,786,175214.96004350783,0.6488219660555854,4
53803935,0.9723230568506285,61090.4141833131,597.3503248174652,105,3,12,apartamento,13,4.849999904632568,False,290.0,18,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.2511430726596035,169,734,122323.4092985658,0.8750907511655657,3
53815397,0.49078474555667884,12985.595783789551,242.9651762505461,105,1,2,apartamento,86,4.929999828338623,False,0.0,30,0,1.0,True,True,Alto Sao Bento,Alto Sao Bento,0.531140879569528,44,426,26001.49907774081,0.44170627100101095,1
53825192,0.9320212997785369,86752.03855177884,882.7066369664542,105,3,7,apartamento,65,4.889999866485596,True,200.0,1,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.352973818891809,413,1872,173706.5505467276,0.8388191698006832,3
53893648,0.8743206531008922,62890.93567698309,679.6016120156328,105,2,6,apartamento,18,5.0,False,250.0,5,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0824296243956698,286,1509,125928.65458238678,0.7868885877908031,2
53899162,0.49078474555667884,16436.51682613472,307.5331524328009,105,2,7,apartamento,20,4.900000095367432,False,180.0,9,0,1.0,False,False,Meia Praia,Meia Praia (beach band),0.0201848184773173,111,501,32911.39538083587,0.44170627100101095,2
53903158,0.7422349574044765,97767.39029152878,1233.2581713282493,105,3,8,apartamento,17,4.940000057220459,False,400.0,19,0,2.0,True,True,Morretes,Morretes,0.0252190537857953,66,600,195762.9631188518,0.6680114616640289,3
53914255,0.9166683144613449,55548.91217611087,574.1146513429621,105,2,5,apartamento,8,5.0,True,300.0,12,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.3122914198060366,403,1750,111227.47178991194,0.8250014830152104,2
53915734,0.7604888631415765,40506.34024659422,499.33751814205374,105,2,4,apartamento,95,4.75,True,300.0,79,0,3.0,False,False,Morretes,Morretes,0.4596010902556909,183,825,81107.21957626769,0.6844399768274189,2
53918137,0.6667173588199481,31666.549136927333,442.2469194107604,105,2,6,apartamento,14,4.929999828338623,False,290.0,12,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.251879412951608,446,1990,63407.00587699688,0.6000456229379533,2
53936201,0.9332952443589684,86907.79497869937,883.1561618239698,105,3,6,apartamento,34,4.760000228881836,True,417.0,57,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.052252447195329,256,1492,174018.42692562906,0.8399657199230716,3
53972959,0.7853068039542621,83355.83609597638,996.8178339231436,105,3,6,apartamento,13,4.769999980926514,False,400.0,19,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.1651666465950107,367,1670,166906.21912623127,0.7067761235588359,3
53973724,0.8141732046155117,55555.86653969964,642.0908423861965,105,3,6,apartamento,15,4.929999828338623,False,300.0,24,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0658534905087909,271,1349,111241.39674810796,0.7327558841539605,3
53986731,0.9839371812813202,37455.08588403533,362.1793239157863,105,3,6,apartamento,31,4.940000057220459,False,250.0,15,0,2.0,True,True,Centro,Centro,0.1210852785628294,187,671,74997.58942798697,0.8855434631531882,3
54145466,0.1846492335455825,40357.75017560077,1952.2866714071736,105,4,8,apartamento,0,0.0,False,200.0,27,0,4.0,False,False,Meia Praia,Meia Praia (beach band),0.2713336957051378,252,1202,80809.69263501477,0.16618431019102425,4
54167570,0.6264188006880705,100994.45649516776,1496.6285637757085,105,3,15,apartamento,8,5.0,False,150.0,30,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.0768765645283134,158,1109,202224.62728234546,0.5637769206192635,3
54237040,0.6741971712135071,55098.56806353932,761.380025474621,105,3,8,apartamento,9,5.0,False,350.0,17,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.241235526724283,397,1603,110325.73249179576,0.6067774540921564,3
54245203,0.9668800253393732,54701.30539572139,537.704974307587,105,2,5,apartamento,8,5.0,False,200.0,12,0,2.0,True,True,Meia Praia,Meia Praia (inland),0.3842207067216249,370,1641,109530.2799717209,0.870192022805436,2
54246694,0.300112093696549,25346.628715315906,762.6476919104593,105,3,8,apartamento,10,5.0,False,300.0,16,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.1773915211409019,397,1619,50752.414763121196,0.2701008843268941,3
54287612,0.8765249214734698,42281.212867084454,455.80947428092406,105,2,6,apartamento,10,4.900000095367432,False,610.0,11,0,2.0,True,True,Centro,Centro,0.2027452228043628,178,743,84661.10725097834,0.7888724293261229,2
525472560929976068,0.47336838660674996,56745.17238330511,1099.1817846679076,105,3,8,apartamento,18,4.940000057220459,False,350.0,25,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.0518418368265715,266,1286,113622.78419544117,0.42603154794607495,3
543584528464360785,0.7577775850988689,33404.86635293026,413.1890977956001,105,2,6,apartamento,26,4.920000076293945,False,350.0,25,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.3243597195132049,426,1873,66887.69742486907,0.6819998265889821,2
549056203343531816,0.9513993586194428,56115.77559836667,560.039468672883,105,3,8,apartamento,24,5.0,False,200.0,32,0,2.0,True,False,Meia Praia,Meia Praia (inland),0.3593447160127423,399,1724,112362.52165565542,0.8562594227574986,3
553578003486746447,0.9819827604964988,66434.70568315012,643.6040170398342,105,2,6,apartamento,16,4.809999942779541,False,280.0,23,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.116749594761628,316,1784,133024.46551638367,0.883784484446849,2
557386903732882183,0.7864673781907608,97047.06205042407,1158.9264149888766,105,3,9,apartamento,6,5.0,False,300.0,33,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2916649672009747,418,1890,194320.62543880974,0.7078206403716848,3
572368704250611987,0.9248614228688592,55189.27992887316,565.6422233622161,105,2,5,apartamento,35,4.860000133514404,False,200.0,21,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0980816035034044,370,1942,110507.3679378769,0.8323752805819733,2
573122310094338767,0.9211146266778962,68248.59751227178,702.1654607396682,105,3,6,apartamento,15,4.929999828338623,False,300.0,22,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1201902098539208,327,1667,136656.4826765747,0.8290031640101067,3
577333685681759877,0.9428508979705441,58165.03565545677,585.4376623432258,105,2,6,apartamento,55,4.849999904632568,False,200.0,33,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.1856451567830476,358,1559,116465.8246054512,0.8485658081734897,2
577547502503396579,0.833084624759183,63333.52629204407,716.2853201481963,105,2,4,apartamento,26,4.849999904632568,False,250.0,29,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0773478390368553,282,1468,126814.86878933835,0.7497761622832647,2
580407424598756855,0.9746076819864772,47287.404708032605,461.3644385969964,105,3,10,apartamento,11,5.0,False,270.0,33,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1320168537412228,391,1954,94685.17504907672,0.8771469137878295,3
580589381711973141,0.7980610651020051,35731.84894434493,420.84502523009604,105,2,4,apartamento,11,5.0,False,180.0,16,0,2.0,True,True,Morretes,Morretes,0.3352304097030342,222,1150,71547.09362909394,0.7182549585918047,2
599368528094352718,0.9814501230530818,45735.73909463531,443.30303835462905,105,3,6,apartamento,48,4.960000038146973,False,300.0,73,0,0.0,True,True,Meia Praia,Meia Praia (beach band),0.3450889597069068,396,1720,91578.22233874539,0.8833051107477736,3
604521043281534642,0.9582147135065826,81861.32841150888,811.5193823944801,105,4,7,apartamento,40,4.949999809265137,False,300.0,26,0,3.0,True,False,Centro,Centro,0.1063210257242627,178,745,163913.71567653448,0.8623932421559244,4
605748852048435444,0.8300804282061228,42472.80067088194,481.99660578042284,105,3,6,apartamento,33,5.0,False,250.0,30,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2978731350164914,440,1968,85044.73001166563,0.7470723853855106,3
610155932497817911,0.6400379708275715,35866.28256266267,520.7307664256211,105,2,5,apartamento,85,4.880000114440918,True,200.0,30,0,1.0,True,False,Canto da Praia,Canto da Praia,0.3305597161934828,40,479,71816.27462478378,0.5760341737448144,2
612245203931813020,0.7648315909623111,62718.55190685711,769.0015283680152,105,4,9,apartamento,24,4.920000076293945,False,300.0,18,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.0642607321869152,262,1773,125583.48470996984,0.6883484318660801,4
613221032690703355,0.9280844170716495,71409.1280499517,729.490413007052,105,3,8,apartamento,23,4.909999847412109,False,300.0,38,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.0732921305391885,149,800,142984.92021836565,0.8352759753644845,3
618150693526656201,0.8395023566252048,27112.02574704932,304.4174467703989,105,2,6,apartamento,28,4.860000133514404,False,150.0,19,0,2.0,False,False,Meia Praia,Meia Praia (inland),0.4407285879463118,328,1925,54287.32914492917,0.7555521209626843,2
618943952389206201,0.5749340067128803,33047.67384142213,531.4510136608138,105,2,6,apartamento,13,4.849999904632568,False,360.0,13,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0640451218083151,279,1368,66172.47873847284,0.5174406060415923,2
621626596784793972,0.8838109196265829,49040.24623546909,524.567581058295,105,3,8,apartamento,39,5.0,False,310.0,105,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0068988044093665,149,1049,98194.94911858537,0.7954298276639246,3
622878708674009200,0.5389613431065216,41449.09138015158,709.0029809508819,105,2,8,apartamento,5,5.0,False,300.0,13,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1627080980749601,397,1968,82994.92216133747,0.4850652087958694,2
627388721154300829,0.9652218076314295,50726.078312028534,499.4339247219023,105,3,8,apartamento,38,4.869999885559082,False,270.0,24,0,4.0,True,False,Meia Praia,Meia Praia (beach band),0.291850404973656,425,1808,101570.54789077312,0.8686996268682866,3
628340205412932131,0.9908961614287635,44679.98237034197,429.19240919970997,105,1,4,apartamento,27,4.960000038146973,False,60.0,34,0,1.0,True,False,Morretes,Morretes,0.2747318400199174,163,714,89464.2448247294,0.8918065452858871,1
628897724940732017,0.9634870079538119,89175.50441299553,879.4808493363767,105,4,10,apartamento,21,4.949999809265137,False,250.0,24,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.3045311086583024,436,1922,178559.13847604117,0.8671383071584308,4
629724091250673746,0.855202988900498,61510.19662364504,678.6788352442961,105,2,6,apartamento,46,4.71999979019165,True,400.0,18,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.000152746549802,233,1216,123163.95392330826,0.7696826900104482,2
630326155301078742,0.9199465228957516,38084.18897873036,392.2915581604163,105,2,6,apartamento,17,4.880000114440918,False,250.0,27,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.2909131839823936,388,1715,76257.26390183257,0.8279518706061765,2
633809099013662442,0.9294162864128932,52465.549816768755,535.2470225612701,105,3,7,apartamento,40,4.980000019073486,False,250.0,14,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1282391927144784,386,1951,105053.55071015243,0.8364746577716039,3
639216644351145145,0.9827004783417792,119548.5309756029,1157.364097229797,105,5,14,apartamento,29,4.96999979019165,False,450.0,32,0,5.0,True,True,Meia Praia,Meia Praia (beach band),0.256745899701625,400,1883,239376.08020941177,0.8844304305076013,4
645092818132652927,0.9522649258597462,39222.89890328419,391.11289529869714,105,2,6,apartamento,38,4.949999809265137,False,150.0,10,0,1.0,True,False,Meia Praia,Meia Praia (beach band),0.1320659383179449,342,1475,78537.34142357878,0.8570384332737716,2
667324814851452653,0.7732642649216364,79361.8431542422,963.0258965162217,105,3,12,apartamento,6,5.0,False,250.0,26,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.2067965272751619,160,679,158908.911530946,0.6959378384294728,3
668715506986619718,0.9181735447020879,61963.19463979426,639.4202274308127,105,3,8,apartamento,17,4.940000057220459,False,320.0,14,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.2010788401132612,443,1969,124071.00722261285,0.8263561902318791,3
670778657683556451,0.9345506670946035,90318.3096385078,916.6541747067998,105,3,8,apartamento,6,5.0,False,300.0,21,0,4.0,True,False,Meia Praia,Meia Praia (beach band),0.1231290295145184,402,1908,180847.41615786217,0.8410956003851432,3
673825002694927178,0.92255143324476,76079.81225890593,781.5887431071566,105,3,8,apartamento,9,5.0,False,300.0,24,0,4.0,True,False,Meia Praia,Meia Praia (beach band),0.1448511072332475,429,1905,152337.1897001515,0.830296289920284,3
673826204715344716,0.8869894212288661,88179.12504228165,940.0392157385911,105,3,8,apartamento,7,5.0,False,300.0,20,0,4.0,False,False,Meia Praia,Meia Praia (beach band),0.0905657043178227,384,1909,176564.0542519474,0.7982904791059795,3
673826267743797671,0.9562993731459645,83271.21026427919,827.0497412131355,105,3,8,apartamento,14,4.929999828338623,False,300.0,23,0,4.0,True,False,Meia Praia,Meia Praia (beach band),0.1390285416789665,414,1934,166736.76995181802,0.860669435831368,3
674566887638611404,0.9320212997785369,54676.452677076406,556.3358333652433,105,3,6,apartamento,15,5.0,False,420.0,25,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.2701096561836016,425,1808,109480.51652985145,0.8388191698006832,3
675242237586865339,0.6264188006880705,33759.67391555922,500.28183762934685,105,2,6,apartamento,6,5.0,False,250.0,11,0,2.0,False,False,Morretes,Morretes,0.2949685075978278,208,864,67598.14064719617,0.5637769206192635,2
676838365540390245,0.977221554085378,32435.75857349796,315.66770738670283,105,2,6,apartamento,8,5.0,False,200.0,16,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1945167286354953,245,1144,64947.22003340458,0.8794993986768402,2
678242953903453952,0.8965972401961319,38126.71416262079,402.3490943990502,105,2,6,apartamento,10,5.0,False,200.0,25,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.2178025231180043,413,1926,76342.41352054225,0.8069375161765187,2
679166677359467385,0.5261365797751546,67022.93013802124,1173.1763901440463,105,3,10,apartamento,7,5.0,True,350.0,32,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0505927021182652,155,1583,134202.28730257606,0.47352292179763916,3
681139047695558927,0.8522545418787036,19256.3505708314,213.1599347931355,105,2,4,apartamento,22,4.730000019073486,False,260.0,11,0,2.0,False,True,Morretes,Morretes,0.4925437433247094,165,894,38557.644173181725,0.7670290876908333,2
681894806923375678,0.9267324243210402,75142.83048666212,768.6860032151529,105,3,8,apartamento,19,5.0,False,300.0,16,0,4.0,True,False,Meia Praia,Meia Praia (beach band),0.0980991683801085,392,1905,150461.0393030114,0.8340591818889362,3
684782448665574114,0.8526134524157779,61529.549285720896,680.8365869277255,105,3,9,apartamento,29,5.0,False,250.0,37,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2996553486507292,412,1862,123202.70441527608,0.7673521071742001,3
686743101124580615,0.9640178648025127,80906.22720033569,797.5134050396116,105,3,8,apartamento,6,5.0,False,300.0,20,0,4.0,False,False,Meia Praia,Meia Praia (beach band),0.2460574572216635,455,1929,162001.28411197968,0.8676160783222615,3
687757820659405525,0.2517549737079306,16560.324878901596,591.3163921791676,105,2,6,apartamento,8,5.0,False,220.0,22,0,2.0,True,False,Morretes,Morretes,0.2945535626333974,212,867,33159.30044606618,0.22657947633713754,2
693024169316156606,0.8928510210073614,57094.57718209129,604.8962173362758,105,2,6,apartamento,29,4.71999979019165,False,200.0,12,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2003626443105528,369,1594,114322.40928039401,0.8035659189066252,2
694313018923554703,0.9716256811809705,107463.94624260748,1051.5054393029097,105,3,7,apartamento,5,5.0,True,380.0,26,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.214736874504531,165,678,215178.70613265884,0.8744631130628735,3
694947516825280143,0.9820857358606633,40929.267313391036,396.47420399704276,105,3,8,apartamento,24,5.0,False,500.0,23,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1818815629771376,450,1924,81954.06079328728,0.883877162274597,3
703527486074504582,0.7604888631415765,28992.94996391263,357.4074475862856,105,2,5,apartamento,18,4.940000057220459,False,300.0,35,0,1.0,True,False,Meia Praia,Meia Praia (inland),0.70134170778711,169,1373,58053.56752970349,0.6844399768274189,2
703538637731385185,0.6658487444121028,31397.54046642488,439.0335198039248,105,2,6,apartamento,22,4.820000171661377,,0.0,17,0,1.0,True,,Meia Praia,Meia Praia (inland),0.3796541554606278,386,1910,62868.36068778613,0.5992638699708925,2
703678241822238330,0.7577775850988688,29273.71296731839,362.0903290646642,105,2,5,apartamento,15,4.929999828338623,False,300.0,9,0,1.0,True,False,Meia Praia,Meia Praia (inland),0.7429632376125046,130,1278,58615.748818546,0.681999826588982,2
705946468067026302,0.8141732046155117,41668.45231298672,481.5860738569511,105,2,6,apartamento,22,5.0,False,300.0,26,0,2.0,True,False,Meia Praia,Meia Praia (inland),0.6074244043153654,230,1427,83434.15600072169,0.7327558841539605,2
708045427082372124,0.13852009100695753,19926.730752887917,1279.2985842249695,105,2,5,apartamento,8,5.0,False,250.0,15,0,2.0,True,False,Centro,Centro,0.0736035121286479,204,738,39899.96915970548,0.12466808190626177,2
716703779507124462,0.49078474555667884,38533.83712032984,720.9819775260689,105,2,6,apartamento,10,4.800000190734863,True,300.0,19,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0670133107588434,280,1594,77157.60963365503,0.44170627100101095,2
718922870189236806,0.9512054567859761,192556.85119899118,1922.0994191892264,105,5,16,apartamento,13,5.0,False,500.0,30,0,4.0,True,False,Meia Praia,Meia Praia (beach band),0.0617378425600045,206,1800,385563.11718199286,0.8560849111073785,4
719355891470345652,0.5510600317862981,34747.05759851158,581.8796719679187,105,2,6,apartamento,9,5.0,False,300.0,24,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0008324661575898,237,1267,69575.2125004346,0.49595402860766835,2
721143022842232721,0.7063100263334593,39611.95566929192,523.7288565057685,105,3,8,apartamento,13,4.460000038146973,False,200.0,9,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2786106917343102,319,1496,79316.3629880084,0.6356790237001134,3
721635424816164605,0.8602428410523177,76109.39925566185,835.1209907205093,105,3,8,apartamento,14,5.0,False,310.0,36,0,4.0,True,False,Meia Praia,Meia Praia (beach band),0.1940789270190792,163,664,152396.4327477306,0.774218556947086,3
725867973010290782,0.7773576250295698,43732.65191366989,528.0359248107756,105,2,6,apartamento,26,5.0,False,300.0,46,0,2.0,True,False,Meia Praia,Meia Praia (inland),0.3645674058205411,301,1309,87567.37290559699,0.6996218625266128,2
728531681504670920,0.9334982666833804,16466.29111620848,167.29606239915972,105,2,10,apartamento,55,4.840000152587891,False,250.0,16,0,2.0,True,False,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,0.4073940145342709,77,395,32971.013452180705,0.8401484400150424,2
730437501239201082,0.38838509792775305,29505.29039945128,691.4995236795016,105,3,8,apartamento,11,4.820000171661377,False,350.0,20,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.2210500578382794,419,1988,59079.44416901623,0.34954658813497774,3
730503580289648392,0.9888152928942624,66076.59451788574,635.9805491554905,105,2,6,apartamento,8,4.880000114440918,False,250.0,21,0,2.0,False,True,Centro,Centro,0.1139285877347753,140,499,132307.4073783986,0.8899337636048362,2
730553947980169722,0.7422349574044765,72263.03067494674,911.5408808507784,105,3,8,apartamento,7,5.0,False,300.0,22,0,2.0,False,False,Centro,Centro,0.028738361802425,142,757,144694.71841984714,0.6680114616640289,3
731853350375474350,0.9444798483769229,72315.37819670905,726.6821312438519,105,2,6,apartamento,10,5.0,False,150.0,17,0,2.0,False,False,Morretes,Morretes,0.6360581079962699,110,801,144799.5356389788,0.8500318635392307,2
732572931172602640,0.7181610400051874,25121.810318924396,326.9480813007739,105,1,4,apartamento,14,4.860000133514404,False,0.0,33,0,2.0,False,False,Alto Sao Bento,Alto Sao Bento,0.7539571996048388,79,472,50302.25325927011,0.6463449360046687,1
734707774394612996,0.7864673781907608,123719.77910618686,1477.4493635701187,105,3,9,apartamento,36,5.0,False,250.0,23,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0250605147120041,120,987,247728.31188412636,0.7078206403716848,3
734774611454860165,0.833084624759183,58623.7309478063,663.0187887628499,105,4,8,apartamento,10,4.900000095367432,False,300.0,29,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.1276190748399649,316,1448,117384.28575421721,0.7497761622832647,4
734843676958831992,0.9418907054936632,44619.11855009378,449.52692017514863,105,2,6,apartamento,64,4.769999980926514,False,200.0,15,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.0203339120069682,259,1489,89342.37513215614,0.8477016349442968,2
734991572208138176,0.2868643546444113,8178.093060915241,257.11647275093173,105,1,3,apartamento,40,4.949999809265137,False,80.0,8,0,1.0,True,False,Centro,Centro,0.1861424922436821,243,731,16375.273242873975,0.2581779191799702,1
735732850757918650,0.9513993586194428,133539.1733518286,1332.7305359947813,105,3,6,apartamento,15,4.730000019073486,True,200.0,43,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.0337484166046246,248,1553,267390.01818340545,0.8562594227574986,3
739015384619300207,0.7560595763635635,131298.86051815428,1627.5450944708318,105,4,12,apartamento,45,4.869999885559082,True,300.0,66,0,5.0,True,False,Meia Praia,Meia Praia (beach band),0.0631459802981914,279,1340,262904.16377606656,0.6804536187272071,4
739663897909156017,0.49078474555667884,38700.91365263979,724.1080396487397,105,2,5,apartamento,14,4.929999828338623,False,0.0,8,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.3444681439645007,433,1996,77492.15264370256,0.44170627100101095,2
744210382596366805,0.8947398175530679,52894.3144137356,559.2818527416582,105,3,6,apartamento,7,5.0,False,250.0,18,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.6092269838086724,204,1920,105912.08061191623,0.8052658357977611,3
745632820094188215,0.9879109800136999,67466.7610066507,649.9188330643066,105,3,8,apartamento,7,5.0,False,400.0,44,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.4412368210006118,324,1682,135090.9849113333,0.8891198820123299,3
746451645715267085,0.20538856711019235,23063.32129330366,1005.0056204141986,105,3,9,apartamento,7,5.0,False,400.0,20,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.2865921024424947,473,1938,46180.47083261911,0.1848497103991731,3
748336742434217963,0.929416286412893,51900.47545118894,529.4822040706875,105,2,6,apartamento,45,4.869999885559082,False,200.0,25,0,1.0,True,True,Meia Praia,Meia Praia (beach band),0.2507505893313563,418,1818,103922.0831332993,0.8364746577716037,2
753461577197808016,0.567094918822028,52098.03787974433,848.8598323660441,105,3,6,apartamento,16,5.0,False,300.0,21,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.053187943433228,167,961,104317.66908787614,0.5103854269398252,3
753566944813003124,0.6123162943882355,38106.69347700793,577.0791114828679,105,1,3,apartamento,15,4.929999828338623,False,200.0,37,0,2.0,True,True,Centro,Centro,0.094980765563922,166,702,76302.32542237826,0.551084664949412,1
754141022905987471,0.5002148181084021,41936.41597931861,770.4564989055564,105,3,8,apartamento,15,4.929999828338623,False,250.0,17,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2765344065674503,385,1693,83970.70874262162,0.45019333629756186,3
754375397775403281,0.17058755303816228,16397.570626753448,857.4578962513528,105,3,6,apartamento,8,5.0,False,250.0,25,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1802657296372387,333,1399,32833.41208425446,0.15352879773434605,3
754796838418506202,0.7422349574044765,46752.14876668186,589.74131683108,105,3,9,apartamento,12,5.0,False,350.0,35,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0882135072190972,314,1599,93613.41391488521,0.6680114616640289,3
756997201912524343,0.17058755303816234,17963.477778179156,939.3419437331031,105,3,8,apartamento,6,5.0,False,300.0,14,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.2004527961170171,416,1618,35968.881109437774,0.1535287977343461,3
762112217871324562,0.87652492147347,57351.79183563476,618.276731271836,105,3,7,apartamento,40,4.929999828338623,False,200.0,45,0,1.0,True,True,Meia Praia,Meia Praia (beach band),0.2211064661084438,456,1931,114837.43890924177,0.7888724293261231,3
762192750283483456,0.574233415392728,23447.694599145445,377.50956061116784,105,2,4,apartamento,14,4.929999828338623,False,120.0,15,0,1.0,True,False,Meia Praia,Meia Praia (inland),0.371685140060509,271,1527,46950.11454583477,0.5168100738534552,2
762916089194134311,0.039465223462949894,4553.5584123402705,1016.5163118047573,105,2,5,apartamento,3,5.0,False,170.0,6,0,2.0,False,False,Centro,Centro,0.3028608268511272,241,725,9117.74452479933,0.03551870111665491,2
766052072199682693,0.8577457708953792,61629.79293784533,678.0974715136665,105,1,6,apartamento,23,4.78000020980835,False,200.0,18,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0824259483067837,292,1348,123403.4256814899,0.7719711938058412,1
766156195693050227,0.7913990764733042,163052.54349463366,1935.6856295892528,105,5,16,apartamento,16,4.940000057220459,True,550.0,42,0,5.0,True,False,Meia Praia,Meia Praia (beach band),0.2169437620838711,393,1840,326485.64069670864,0.7122591688259738,4
